member_id,month,center,plan,price_paid,signup_date,acquisition_channel,tenure_months,visits_this_month,group_classes_attended,uses_app,has_personal_trainer,cost_to_serve,status,churn_reason
M0194,2024-05,eastpark,basic,29.0,2020-03-13,walk_in,50,4,1,False,False,5.6,active,
M0194,2024-06,eastpark,basic,29.0,2020-03-13,walk_in,51,8,1,False,False,9.03,active,
M0194,2024-07,eastpark,basic,29.0,2020-03-13,walk_in,52,3,0,False,False,2.46,active,
M0194,2024-08,eastpark,basic,29.0,2020-03-13,walk_in,53,4,0,False,False,4.22,active,
M0194,2024-09,eastpark,basic,29.0,2020-03-13,walk_in,54,6,0,False,False,6.27,active,
M0194,2024-10,eastpark,basic,29.0,2020-03-13,walk_in,55,5,0,False,False,4.47,active,
M0194,2024-11,eastpark,basic,29.0,2020-03-13,walk_in,56,6,0,False,False,4.7,active,
M0194,2024-12,eastpark,basic,29.0,2020-03-13,walk_in,57,7,0,False,False,6.02,active,
M0195,2022-01,southgate,family,69.0,2020-01-26,walk_in,24,6,3,False,False,15.81,active,
M0195,2022-02,southgate,family,69.0,2020-01-26,walk_in,25,9,4,False,False,22.13,active,
M0195,2022-03,southgate,family,69.0,2020-01-26,walk_in,26,7,3,False,False,15.6,active,
M0195,2022-04,southgate,family,69.0,2020-01-26,walk_in,27,5,3,False,False,13.18,active,
M0195,2022-05,southgate,family,69.0,2020-01-26,walk_in,28,7,4,False,False,18.9,active,
M0195,2022-06,southgate,family,69.0,2020-01-26,walk_in,29,7,4,False,False,18.11,active,
M0195,2022-07,southgate,family,69.0,2020-01-26,walk_in,30,4,3,False,False,12.56,active,
M0195,2022-08,southgate,family,69.0,2020-01-26,walk_in,31,7,3,False,False,15.68,active,
M0195,2022-09,southgate,family,69.0,2020-01-26,walk_in,32,10,2,False,False,16.42,active,
M0195,2022-10,southgate,family,69.0,2020-01-26,walk_in,33,5,4,False,False,16.25,active,
M0195,2022-11,southgate,family,69.0,2020-01-26,walk_in,34,8,3,False,False,17.05,active,
M0195,2022-12,southgate,family,69.0,2020-01-26,walk_in,35,4,3,False,False,12.35,active,
M0195,2023-01,southgate,family,69.0,2020-01-26,walk_in,36,7,5,False,False,20.92,active,
M0195,2023-02,southgate,family,69.0,2020-01-26,walk_in,37,4,3,False,False,13.32,active,
M0195,2023-03,southgate,family,69.0,2020-01-26,walk_in,38,9,3,False,False,18.09,active,
M0195,2023-04,southgate,family,69.0,2020-01-26,walk_in,39,6,4,False,False,17.97,active,
M0195,2023-05,southgate,family,69.0,2020-01-26,walk_in,40,7,3,False,False,17.01,active,
M0195,2023-06,southgate,family,69.0,2020-01-26,walk_in,41,5,4,False,False,16.85,active,
M0195,2023-07,southgate,family,69.0,2020-01-26,walk_in,42,6,3,False,False,15.86,active,
M0195,2023-08,southgate,family,69.0,2020-01-26,walk_in,43,6,3,False,False,14.41,active,
M0195,2023-09,southgate,family,69.0,2020-01-26,walk_in,44,9,4,False,False,20.05,active,
M0195,2023-10,southgate,family,69.0,2020-01-26,walk_in,45,8,3,False,False,17.13,churned,personal
M0196,2022-01,northside,family,69.0,2021-01-09,referral,12,11,3,True,False,20.45,active,
M0196,2022-02,northside,family,69.0,2021-01-09,referral,13,12,4,True,False,23.97,active,
M0196,2022-03,northside,family,69.0,2021-01-09,referral,14,11,1,True,False,14.92,active,
M0196,2022-04,northside,family,69.0,2021-01-09,referral,15,9,1,True,False,14.4,active,
M0196,2022-05,northside,family,69.0,2021-01-09,referral,16,11,1,True,False,15.42,active,
M0196,2022-06,northside,family,69.0,2021-01-09,referral,17,8,2,True,False,14.0,active,
M0196,2022-07,northside,family,69.0,2021-01-09,referral,18,8,1,True,False,11.81,active,
M0196,2022-08,northside,family,69.0,2021-01-09,referral,19,8,1,True,False,12.03,active,
M0196,2022-09,northside,family,69.0,2021-01-09,referral,20,10,3,True,False,19.72,active,
M0196,2022-10,northside,family,69.0,2021-01-09,referral,21,9,1,True,False,12.91,active,
M0196,2022-11,northside,family,69.0,2021-01-09,referral,22,6,2,True,False,13.49,active,
M0196,2022-12,northside,family,69.0,2021-01-09,referral,23,10,1,True,False,14.75,active,
M0196,2023-01,northside,family,69.0,2021-01-09,referral,24,8,2,True,False,14.73,active,
M0196,2023-02,northside,family,69.0,2021-01-09,referral,25,8,1,True,False,12.73,active,
M0196,2023-03,northside,family,69.0,2021-01-09,referral,26,14,2,True,False,21.41,active,
M0196,2023-04,northside,family,69.0,2021-01-09,referral,27,12,1,True,False,16.26,active,
M0196,2023-05,northside,family,69.0,2021-01-09,referral,28,9,2,True,False,15.93,active,
M0196,2023-06,northside,family,69.0,2021-01-09,referral,29,9,2,True,False,16.11,active,
M0196,2023-07,northside,family,69.0,2021-01-09,referral,30,6,2,True,False,12.58,active,
M0196,2023-08,northside,family,69.0,2021-01-09,referral,31,6,1,True,False,11.41,active,
M0196,2023-09,northside,family,69.0,2021-01-09,referral,32,8,2,True,False,15.01,active,
M0196,2023-10,northside,family,69.0,2021-01-09,referral,33,12,2,True,False,19.77,active,
M0196,2023-11,northside,family,69.0,2021-01-09,referral,34,9,1,True,False,13.67,active,
M0196,2023-12,northside,family,69.0,2021-01-09,referral,35,11,2,True,False,17.81,active,
M0196,2024-01,northside,family,69.0,2021-01-09,referral,36,10,3,True,False,19.25,active,
M0196,2024-02,northside,family,69.0,2021-01-09,referral,37,9,1,True,False,14.53,active,
M0196,2024-03,northside,family,69.0,2021-01-09,referral,38,12,1,True,False,17.09,active,
M0196,2024-04,northside,family,69.0,2021-01-09,referral,39,9,3,True,False,18.09,active,
M0196,2024-05,northside,family,69.0,2021-01-09,referral,40,10,2,True,False,17.22,active,
M0196,2024-06,northside,family,69.0,2021-01-09,referral,41,11,2,True,False,17.71,active,
M0196,2024-07,northside,family,69.0,2021-01-09,referral,42,9,3,True,False,18.36,active,
M0196,2024-08,northside,family,69.0,2021-01-09,referral,43,7,2,True,False,13.43,active,
M0196,2024-09,northside,family,69.0,2021-01-09,referral,44,9,3,True,False,18.42,active,
M0196,2024-10,northside,family,69.0,2021-01-09,referral,45,11,2,True,False,18.72,active,
M0196,2024-11,northside,family,69.0,2021-01-09,referral,46,10,1,True,False,14.72,active,
M0196,2024-12,northside,family,69.0,2021-01-09,referral,47,10,1,True,False,15.42,active,
M0197,2022-01,downtown,premium,49.0,2020-03-18,walk_in,22,20,5,True,True,45.6,active,
M0197,2022-02,downtown,premium,49.0,2020-03-18,walk_in,23,16,5,True,True,42.83,active,
M0197,2022-03,downtown,premium,49.0,2020-03-18,walk_in,24,19,5,True,True,45.49,active,
M0197,2022-04,downtown,premium,49.0,2020-03-18,walk_in,25,18,6,True,True,46.8,active,
M0197,2022-05,downtown,premium,49.0,2020-03-18,walk_in,26,18,6,True,True,45.37,active,
M0197,2022-06,downtown,premium,49.0,2020-03-18,walk_in,27,18,6,True,True,45.24,active,
M0197,2022-07,downtown,premium,49.0,2020-03-18,walk_in,28,15,6,True,True,42.89,active,
M0197,2022-08,downtown,premium,49.0,2020-03-18,walk_in,29,12,5,True,True,38.43,active,
M0197,2022-09,downtown,premium,49.0,2020-03-18,walk_in,30,19,5,True,True,46.54,active,
M0197,2022-10,downtown,premium,49.0,2020-03-18,walk_in,31,18,4,True,True,42.52,active,
M0197,2022-11,downtown,premium,49.0,2020-03-18,walk_in,32,19,6,True,True,46.5,active,
M0197,2022-12,downtown,premium,49.0,2020-03-18,walk_in,33,15,5,True,True,41.4,active,
M0197,2023-01,downtown,premium,49.0,2020-03-18,walk_in,34,18,6,True,True,46.07,active,
M0197,2023-02,downtown,premium,49.0,2020-03-18,walk_in,35,14,6,True,True,41.79,active,
M0197,2023-03,downtown,premium,49.0,2020-03-18,walk_in,36,18,6,True,True,46.05,active,
M0197,2023-04,downtown,premium,49.0,2020-03-18,walk_in,37,18,5,True,True,44.56,active,
M0197,2023-05,downtown,premium,49.0,2020-03-18,walk_in,38,18,5,True,True,43.04,active,
M0197,2023-06,downtown,premium,49.0,2020-03-18,walk_in,39,16,4,True,True,39.06,active,
M0197,2023-07,downtown,premium,49.0,2020-03-18,walk_in,40,13,4,True,True,38.49,active,
M0197,2023-08,downtown,premium,49.0,2020-03-18,walk_in,41,16,4,True,True,40.27,active,
M0197,2023-09,downtown,premium,49.0,2020-03-18,walk_in,42,20,5,True,True,45.28,active,
M0197,2023-10,downtown,premium,49.0,2020-03-18,walk_in,43,18,6,True,True,44.55,active,
M0197,2023-11,downtown,premium,49.0,2020-03-18,walk_in,44,17,6,True,True,45.01,active,
M0197,2023-12,downtown,premium,49.0,2020-03-18,walk_in,45,16,4,True,True,40.77,active,
M0197,2024-01,downtown,premium,49.0,2020-03-18,walk_in,46,16,5,True,True,41.63,active,
M0197,2024-02,downtown,premium,49.0,2020-03-18,walk_in,47,18,3,True,True,39.77,active,
M0197,2024-03,downtown,premium,49.0,2020-03-18,walk_in,48,18,5,True,True,43.59,active,
M0197,2024-04,downtown,premium,49.0,2020-03-18,walk_in,49,19,5,True,True,44.09,active,
M0197,2024-05,downtown,premium,49.0,2020-03-18,walk_in,50,17,5,True,True,42.95,active,
M0197,2024-06,downtown,premium,49.0,2020-03-18,walk_in,51,17,4,True,True,41.58,active,
M0197,2024-07,downtown,premium,49.0,2020-03-18,walk_in,52,16,5,True,True,42.48,active,
M0197,2024-08,downtown,premium,49.0,2020-03-18,walk_in,53,16,4,True,True,40.21,active,
M0197,2024-09,downtown,premium,49.0,2020-03-18,walk_in,54,18,7,True,True,47.39,active,
M0197,2024-10,downtown,premium,49.0,2020-03-18,walk_in,55,18,7,True,True,48.09,active,
M0197,2024-11,downtown,premium,49.0,2020-03-18,walk_in,56,16,5,True,True,41.06,active,
M0197,2024-12,downtown,premium,49.0,2020-03-18,walk_in,57,16,6,True,True,44.51,active,
M0198,2022-01,downtown,basic,29.0,2021-06-13,referral,7,6,2,False,False,8.2,active,
M0198,2022-02,downtown,basic,29.0,2021-06-13,referral,8,8,2,False,False,10.39,active,
M0198,2022-03,downtown,basic,29.0,2021-06-13,referral,9,4,2,False,False,7.68,active,
M0198,2022-04,downtown,basic,29.0,2021-06-13,referral,10,10,1,False,False,10.16,active,
M0198,2022-05,downtown,basic,29.0,2021-06-13,referral,11,5,1,False,False,7.39,active,
M0198,2022-06,downtown,basic,29.0,2021-06-13,referral,12,7,2,False,False,9.4,active,
M0198,2022-07,downtown,basic,29.0,2021-06-13,referral,13,4,1,False,False,5.76,active,
M0198,2022-08,downtown,basic,29.0,2021-06-13,referral,14,7,1,False,False,8.28,active,
M0198,2022-09,downtown,basic,29.0,2021-06-13,referral,15,8,3,False,False,11.69,active,
M0198,2022-10,downtown,basic,29.0,2021-06-13,referral,16,5,2,False,False,7.59,active,
M0198,2022-11,downtown,basic,29.0,2021-06-13,referral,17,4,0,False,False,3.0,active,
M0198,2022-12,downtown,basic,29.0,2021-06-13,referral,18,6,0,False,False,4.72,active,
M0198,2023-01,downtown,basic,29.0,2021-06-13,referral,19,6,2,False,False,9.6,active,
M0198,2023-02,downtown,basic,29.0,2021-06-13,referral,20,9,2,False,False,12.07,active,
M0198,2023-03,downtown,basic,29.0,2021-06-13,referral,21,6,3,False,False,9.48,active,
M0198,2023-04,downtown,basic,29.0,2021-06-13,referral,22,8,1,False,False,8.92,active,
M0198,2023-05,downtown,basic,29.0,2021-06-13,referral,23,6,0,False,False,5.67,active,
M0198,2023-06,downtown,basic,29.0,2021-06-13,referral,24,9,2,False,False,12.26,active,
M0198,2023-07,downtown,basic,29.0,2021-06-13,referral,25,4,1,False,False,4.4,active,
M0198,2023-08,downtown,basic,29.0,2021-06-13,referral,26,7,3,False,False,11.62,active,
M0198,2023-09,downtown,basic,29.0,2021-06-13,referral,27,8,2,False,False,9.29,churned,personal
M0199,2022-01,eastpark,family,69.0,2021-02-11,walk_in,11,7,2,True,False,13.27,active,
M0199,2022-02,eastpark,family,69.0,2021-02-11,walk_in,12,9,4,True,False,21.18,active,
M0199,2022-03,eastpark,family,69.0,2021-02-11,walk_in,13,9,0,True,False,10.77,active,
M0199,2022-04,eastpark,family,69.0,2021-02-11,walk_in,14,11,1,True,False,15.17,active,
M0199,2022-05,eastpark,family,69.0,2021-02-11,walk_in,15,12,1,True,False,16.7,active,
M0199,2022-06,eastpark,family,69.0,2021-02-11,walk_in,16,9,1,True,False,13.01,active,
M0199,2022-07,eastpark,family,69.0,2021-02-11,walk_in,17,10,0,True,False,12.18,active,
M0199,2022-08,eastpark,family,69.0,2021-02-11,walk_in,18,7,2,True,False,13.41,active,
M0199,2022-09,eastpark,family,69.0,2021-02-11,walk_in,19,11,1,True,False,15.6,active,
M0199,2022-10,eastpark,family,69.0,2021-02-11,walk_in,20,7,2,True,False,13.7,active,
M0199,2022-11,eastpark,family,69.0,2021-02-11,walk_in,21,7,2,True,False,13.7,active,
M0199,2022-12,eastpark,family,69.0,2021-02-11,walk_in,22,11,3,True,False,20.91,active,
M0199,2023-01,eastpark,family,69.0,2021-02-11,walk_in,23,10,2,True,False,16.59,active,
M0199,2023-02,eastpark,family,69.0,2021-02-11,walk_in,24,8,3,True,False,17.07,active,
M0199,2023-03,eastpark,family,69.0,2021-02-11,walk_in,25,8,2,True,False,14.75,active,
M0199,2023-04,eastpark,family,69.0,2021-02-11,walk_in,26,8,1,True,False,11.59,active,
M0199,2023-05,eastpark,family,69.0,2021-02-11,walk_in,27,9,1,True,False,13.03,active,
M0199,2023-06,eastpark,family,69.0,2021-02-11,walk_in,28,8,3,True,False,16.62,active,
M0199,2023-07,eastpark,family,69.0,2021-02-11,walk_in,29,9,2,True,False,15.43,active,
M0199,2023-08,eastpark,family,69.0,2021-02-11,walk_in,30,7,1,True,False,10.34,active,
M0199,2023-09,eastpark,family,69.0,2021-02-11,walk_in,31,8,1,True,False,12.74,active,
M0199,2023-10,eastpark,family,69.0,2021-02-11,walk_in,32,9,3,True,False,18.66,active,
M0199,2023-11,eastpark,family,69.0,2021-02-11,walk_in,33,7,1,True,False,10.12,active,
M0199,2023-12,eastpark,family,69.0,2021-02-11,walk_in,34,8,1,True,False,12.45,active,
M0199,2024-01,eastpark,family,69.0,2021-02-11,walk_in,35,11,1,True,False,15.65,active,
M0199,2024-02,eastpark,family,69.0,2021-02-11,walk_in,36,10,2,True,False,16.49,active,
M0199,2024-03,eastpark,family,69.0,2021-02-11,walk_in,37,11,2,True,False,17.94,active,
M0199,2024-04,eastpark,family,69.0,2021-02-11,walk_in,38,9,1,True,False,13.81,active,
M0199,2024-05,eastpark,family,69.0,2021-02-11,walk_in,39,6,1,True,False,10.19,active,
M0199,2024-06,eastpark,family,69.0,2021-02-11,walk_in,40,8,3,True,False,17.12,active,
M0199,2024-07,eastpark,family,69.0,2021-02-11,walk_in,41,5,1,True,False,7.59,active,
M0199,2024-08,eastpark,family,69.0,2021-02-11,walk_in,42,7,2,True,False,13.81,active,
M0199,2024-09,eastpark,family,69.0,2021-02-11,walk_in,43,9,2,True,False,15.82,active,
M0199,2024-10,eastpark,family,69.0,2021-02-11,walk_in,44,7,2,True,False,14.41,active,
M0199,2024-11,eastpark,family,69.0,2021-02-11,walk_in,45,7,2,True,False,12.49,active,
M0199,2024-12,eastpark,family,69.0,2021-02-11,walk_in,46,7,2,True,False,13.85,active,
M0200,2022-01,northside,family,62.1,2021-03-25,corporate,10,9,4,True,False,20.73,active,
M0200,2022-02,northside,family,62.1,2021-03-25,corporate,11,6,4,True,False,18.25,active,
M0200,2022-03,northside,family,62.1,2021-03-25,corporate,12,8,4,True,False,20.28,active,
M0200,2022-04,northside,family,62.1,2021-03-25,corporate,13,12,4,True,False,24.0,active,
M0200,2022-05,northside,family,62.1,2021-03-25,corporate,14,11,5,True,False,24.87,active,
M0200,2022-06,northside,family,62.1,2021-03-25,corporate,15,8,3,True,False,16.94,active,
M0200,2022-07,northside,family,62.1,2021-03-25,corporate,16,7,4,True,False,18.54,active,
M0200,2022-08,northside,family,62.1,2021-03-25,corporate,17,6,3,True,False,15.06,active,
M0200,2022-09,northside,family,62.1,2021-03-25,corporate,18,9,4,True,False,21.13,active,
M0200,2022-10,northside,family,62.1,2021-03-25,corporate,19,10,4,True,False,22.46,active,
M0200,2022-11,northside,family,62.1,2021-03-25,corporate,20,9,6,True,False,26.07,active,
M0200,2022-12,northside,family,62.1,2021-03-25,corporate,21,6,2,True,False,12.27,active,
M0200,2023-01,northside,family,62.1,2021-03-25,corporate,22,9,4,True,False,20.76,active,
M0200,2023-02,northside,family,62.1,2021-03-25,corporate,23,9,4,True,False,21.01,active,
M0200,2023-03,northside,family,62.1,2021-03-25,corporate,24,9,3,True,False,17.64,active,
M0200,2023-04,northside,family,62.1,2021-03-25,corporate,25,7,5,True,False,20.55,active,
M0200,2023-05,northside,family,62.1,2021-03-25,corporate,26,10,5,True,False,24.63,active,
M0200,2023-06,northside,family,62.1,2021-03-25,corporate,27,7,4,True,False,18.71,active,
M0200,2023-07,northside,family,62.1,2021-03-25,corporate,28,6,2,True,False,12.51,active,
M0200,2023-08,northside,family,62.1,2021-03-25,corporate,29,7,2,True,False,14.16,active,
M0200,2023-09,northside,family,62.1,2021-03-25,corporate,30,11,3,True,False,21.44,active,
M0200,2023-10,northside,family,62.1,2021-03-25,corporate,31,7,5,True,False,20.8,active,
M0200,2023-11,northside,family,62.1,2021-03-25,corporate,32,7,5,True,False,21.45,active,
M0200,2023-12,northside,family,62.1,2021-03-25,corporate,33,7,4,True,False,17.71,active,
M0200,2024-01,northside,family,62.1,2021-03-25,corporate,34,9,4,True,False,20.82,active,
M0200,2024-02,northside,family,62.1,2021-03-25,corporate,35,8,4,True,False,19.33,active,
M0200,2024-03,northside,family,62.1,2021-03-25,corporate,36,9,4,True,False,20.52,active,
M0200,2024-04,northside,family,62.1,2021-03-25,corporate,37,8,3,True,False,17.49,active,
M0200,2024-05,northside,family,62.1,2021-03-25,corporate,38,5,4,True,False,16.24,active,
M0200,2024-06,northside,family,62.1,2021-03-25,corporate,39,11,3,True,False,20.62,active,
M0200,2024-07,northside,family,62.1,2021-03-25,corporate,40,8,1,True,False,12.39,active,
M0200,2024-08,northside,family,62.1,2021-03-25,corporate,41,7,2,True,False,13.81,active,
M0200,2024-09,northside,family,62.1,2021-03-25,corporate,42,8,3,True,False,17.71,active,
M0200,2024-10,northside,family,62.1,2021-03-25,corporate,43,6,5,True,False,19.55,active,
M0200,2024-11,northside,family,62.1,2021-03-25,corporate,44,9,3,True,False,18.81,active,
M0200,2024-12,northside,family,62.1,2021-03-25,corporate,45,8,5,True,False,22.15,active,
M0201,2022-01,westfield,basic,29.0,2021-05-11,referral,8,5,3,True,False,10.68,active,
M0201,2022-02,westfield,basic,29.0,2021-05-11,referral,9,8,1,True,False,9.3,active,
M0201,2022-03,westfield,basic,29.0,2021-05-11,referral,10,7,2,True,False,10.69,active,
M0201,2022-04,westfield,basic,29.0,2021-05-11,referral,11,3,0,True,False,2.48,churned,no_use
M0202,2022-01,southgate,premium,49.0,2020-05-16,walk_in,20,8,6,True,False,17.05,active,
M0202,2022-02,southgate,premium,49.0,2020-05-16,walk_in,21,10,4,True,False,16.12,active,
M0202,2022-03,southgate,premium,49.0,2020-05-16,walk_in,22,13,5,True,False,19.93,active,
M0202,2022-04,southgate,premium,49.0,2020-05-16,walk_in,23,10,6,True,False,20.38,active,
M0202,2022-05,southgate,premium,49.0,2020-05-16,walk_in,24,10,4,True,False,16.33,active,
M0202,2022-06,southgate,premium,49.0,2020-05-16,walk_in,25,12,6,True,False,21.95,active,
M0202,2022-07,southgate,premium,49.0,2020-05-16,walk_in,26,9,4,True,False,14.5,active,
M0202,2022-08,southgate,premium,49.0,2020-05-16,walk_in,27,7,4,True,False,13.8,active,
M0202,2022-09,southgate,premium,49.0,2020-05-16,walk_in,28,10,6,True,False,19.16,active,
M0202,2022-10,southgate,premium,49.0,2020-05-16,walk_in,29,12,7,True,False,23.38,active,
M0202,2022-11,southgate,premium,49.0,2020-05-16,walk_in,30,12,6,True,False,20.28,active,
M0202,2022-12,southgate,premium,49.0,2020-05-16,walk_in,31,10,5,True,False,17.06,active,
M0202,2023-01,southgate,premium,49.0,2020-05-16,walk_in,32,12,6,True,False,20.62,active,
M0202,2023-02,southgate,premium,49.0,2020-05-16,walk_in,33,11,6,True,False,20.47,active,
M0202,2023-03,southgate,premium,49.0,2020-05-16,walk_in,34,8,4,True,False,13.68,active,
M0202,2023-04,southgate,premium,49.0,2020-05-16,walk_in,35,9,6,True,False,18.7,active,
M0202,2023-05,southgate,premium,49.0,2020-05-16,walk_in,36,11,5,True,False,19.8,active,
M0202,2023-06,southgate,premium,49.0,2020-05-16,walk_in,37,11,7,True,False,21.34,active,
M0202,2023-07,southgate,premium,49.0,2020-05-16,walk_in,38,7,5,True,False,14.64,active,
M0202,2023-08,southgate,premium,49.0,2020-05-16,walk_in,39,8,4,True,False,13.73,active,
M0202,2023-09,southgate,premium,49.0,2020-05-16,walk_in,40,11,7,True,False,23.37,active,
M0202,2023-10,southgate,premium,49.0,2020-05-16,walk_in,41,10,6,True,False,19.01,active,
M0202,2023-11,southgate,premium,49.0,2020-05-16,walk_in,42,10,7,True,False,21.93,active,
M0202,2023-12,southgate,premium,49.0,2020-05-16,walk_in,43,12,5,True,False,19.01,active,
M0202,2024-01,southgate,premium,49.0,2020-05-16,walk_in,44,11,7,True,False,21.95,active,
M0202,2024-02,southgate,premium,49.0,2020-05-16,walk_in,45,8,5,True,False,16.0,active,
M0202,2024-03,southgate,premium,49.0,2020-05-16,walk_in,46,11,4,True,False,16.89,active,
M0202,2024-04,southgate,premium,49.0,2020-05-16,walk_in,47,7,4,True,False,13.88,active,
M0202,2024-05,southgate,premium,49.0,2020-05-16,walk_in,48,11,7,True,False,21.13,active,
M0202,2024-06,southgate,premium,49.0,2020-05-16,walk_in,49,11,5,True,False,17.72,active,
M0202,2024-07,southgate,premium,49.0,2020-05-16,walk_in,50,9,4,True,False,15.61,active,
M0202,2024-08,southgate,premium,49.0,2020-05-16,walk_in,51,9,4,True,False,14.44,active,
M0202,2024-09,southgate,premium,49.0,2020-05-16,walk_in,52,10,5,True,False,17.72,active,
M0202,2024-10,southgate,premium,49.0,2020-05-16,walk_in,53,10,4,True,False,15.9,active,
M0202,2024-11,southgate,premium,49.0,2020-05-16,walk_in,54,11,6,True,False,19.62,active,
M0202,2024-12,southgate,premium,49.0,2020-05-16,walk_in,55,11,4,True,False,16.32,active,
M0203,2022-01,southgate,family,69.0,2021-05-13,referral,8,12,2,False,False,19.54,active,
M0203,2022-02,southgate,family,69.0,2021-05-13,referral,9,7,1,False,False,10.23,active,
M0203,2022-03,southgate,family,69.0,2021-05-13,referral,10,7,0,False,False,8.57,active,
M0203,2022-04,southgate,family,69.0,2021-05-13,referral,11,8,0,False,False,9.61,active,
M0203,2022-05,southgate,family,69.0,2021-05-13,referral,12,11,2,False,False,18.02,active,
M0203,2022-06,southgate,family,69.0,2021-05-13,referral,13,10,2,False,False,16.99,active,
M0203,2022-07,southgate,family,69.0,2021-05-13,referral,14,8,0,False,False,9.71,active,
M0203,2022-08,southgate,family,69.0,2021-05-13,referral,15,9,3,False,False,18.8,active,
M0203,2022-09,southgate,family,69.0,2021-05-13,referral,16,9,1,False,False,12.57,active,
M0203,2022-10,southgate,family,69.0,2021-05-13,referral,17,9,1,False,False,13.57,active,
M0203,2022-11,southgate,family,69.0,2021-05-13,referral,18,10,2,False,False,16.25,active,
M0203,2022-12,southgate,family,69.0,2021-05-13,referral,19,9,2,False,False,16.38,active,
M0203,2023-01,southgate,family,69.0,2021-05-13,referral,20,7,1,False,False,10.19,active,
M0203,2023-02,southgate,family,69.0,2021-05-13,referral,21,6,1,False,False,9.35,active,
M0203,2023-03,southgate,family,69.0,2021-05-13,referral,22,7,2,False,False,13.41,active,
M0203,2023-04,southgate,family,69.0,2021-05-13,referral,23,7,2,False,False,13.56,active,
M0203,2023-05,southgate,family,69.0,2021-05-13,referral,24,9,2,False,False,16.3,active,
M0203,2023-06,southgate,family,69.0,2021-05-13,referral,25,9,1,False,False,13.73,active,
M0203,2023-07,southgate,family,69.0,2021-05-13,referral,26,6,0,False,False,6.73,active,
M0203,2023-08,southgate,family,69.0,2021-05-13,referral,27,7,1,False,False,11.07,active,
M0203,2023-09,southgate,family,69.0,2021-05-13,referral,28,9,3,False,False,18.15,active,
M0203,2023-10,southgate,family,69.0,2021-05-13,referral,29,7,2,False,False,13.7,active,
M0203,2023-11,southgate,family,69.0,2021-05-13,referral,30,8,1,False,False,12.29,active,
M0203,2023-12,southgate,family,69.0,2021-05-13,referral,31,8,2,False,False,14.25,active,
M0203,2024-01,southgate,family,69.0,2021-05-13,referral,32,6,2,False,False,12.25,active,
M0203,2024-02,southgate,family,69.0,2021-05-13,referral,33,7,1,False,False,11.27,active,
M0203,2024-03,southgate,family,69.0,2021-05-13,referral,34,7,1,False,False,10.73,active,
M0203,2024-04,southgate,family,69.0,2021-05-13,referral,35,8,2,False,False,15.49,active,
M0203,2024-05,southgate,family,69.0,2021-05-13,referral,36,10,3,False,False,21.03,active,
M0203,2024-06,southgate,family,69.0,2021-05-13,referral,37,7,2,False,False,12.98,active,
M0203,2024-07,southgate,family,69.0,2021-05-13,referral,38,6,2,False,False,11.39,active,
M0203,2024-08,southgate,family,69.0,2021-05-13,referral,39,10,3,False,False,18.83,active,
M0203,2024-09,southgate,family,69.0,2021-05-13,referral,40,6,2,False,False,12.26,active,
M0203,2024-10,southgate,family,69.0,2021-05-13,referral,41,10,2,False,False,17.2,active,
M0203,2024-11,southgate,family,69.0,2021-05-13,referral,42,12,1,False,False,16.42,active,
M0203,2024-12,southgate,family,69.0,2021-05-13,referral,43,7,2,False,False,13.49,active,
M0204,2022-01,northside,basic,29.0,2021-10-03,referral,3,10,3,True,False,13.27,active,
M0204,2022-02,northside,basic,29.0,2021-10-03,referral,4,9,1,True,False,9.17,active,
M0204,2022-03,northside,basic,29.0,2021-10-03,referral,5,11,2,True,False,12.58,active,
M0204,2022-04,northside,basic,29.0,2021-10-03,referral,6,8,2,True,False,10.58,active,
M0204,2022-05,northside,basic,29.0,2021-10-03,referral,7,7,1,True,False,8.23,active,
M0204,2022-06,northside,basic,29.0,2021-10-03,referral,8,9,2,True,False,11.03,active,
M0204,2022-07,northside,basic,29.0,2021-10-03,referral,9,9,1,True,False,8.79,active,
M0204,2022-08,northside,basic,29.0,2021-10-03,referral,10,6,1,True,False,7.3,active,
M0204,2022-09,northside,basic,29.0,2021-10-03,referral,11,7,1,True,False,7.97,active,
M0204,2022-10,northside,basic,29.0,2021-10-03,referral,12,9,2,True,False,11.53,active,
M0204,2022-11,northside,basic,29.0,2021-10-03,referral,13,10,2,True,False,12.57,active,
M0204,2022-12,northside,basic,29.0,2021-10-03,referral,14,11,2,True,False,13.2,active,
M0204,2023-01,northside,basic,29.0,2021-10-03,referral,15,9,3,True,False,12.51,active,
M0204,2023-02,northside,basic,29.0,2021-10-03,referral,16,9,2,True,False,11.31,active,
M0204,2023-03,northside,basic,29.0,2021-10-03,referral,17,11,1,True,False,11.31,active,
M0204,2023-04,northside,basic,29.0,2021-10-03,referral,18,10,2,True,False,12.24,active,
M0204,2023-05,northside,basic,29.0,2021-10-03,referral,19,8,1,True,False,8.65,active,
M0204,2023-06,northside,basic,29.0,2021-10-03,referral,20,10,2,True,False,12.18,active,
M0204,2023-07,northside,basic,29.0,2021-10-03,referral,21,8,1,True,False,8.51,active,
M0204,2023-08,northside,basic,29.0,2021-10-03,referral,22,7,1,True,False,8.92,active,
M0204,2023-09,northside,basic,29.0,2021-10-03,referral,23,9,2,True,False,11.58,active,
M0204,2023-10,northside,basic,29.0,2021-10-03,referral,24,11,2,True,False,12.79,active,
